"id","Bud.Cluster","Flower","Fruit","institutionCode","specificEpithet","recordedBy","eventDate","year","month","day","verbatimEventDate","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters"
3792179,0,0,12,"FSC","raphanistrum","J. P. Eich","4/2/40",1940,4,2,"2-Apr-40","Madera","Yosemite rd. 2 mi NE of Laves Bridge.",36.876597,"-119.791727","WGS84",7000
468983,1,7,11,"SD","sativus","Frank F. Gander","5/7/38",1938,5,7,"5/7/38","San Diego","South end of San Diego Bay.",32.59102,"-117.11158","WGS84",1609
1368038,0,16,16,"DAV","sativus","Bob Rodin","5/14/43",1943,5,14,"14-May-43","Alameda","Alameda County: Strawberry Canyon, University of California, Berkeley campus.",37.876339,"-122.238971","WGS84",1255
3904091,0,24,3,"LA","sativus","N. C. Cooper","4/23/44",1944,4,23,"4/23/44","Los Angeles","Pomona.",34.05548096,"-117.7499985","WGS84 ",3218
2322749,2,12,15,"CAS","sativus","Ahart, Lowell","4/24/82",1982,4,24,"24-Apr-82","Sutter County","Near the dirt road that leads to the gravel pit, about 0.25 mile southwest of the Myers home, Myers Ranch, Sutter Buttes",39.271111,"-121.817222","NAD83",201
2324050,0,0,16,"CAS","raphanistrum","Howell, John Thomas","5/16/54",1954,5,16,"May 16, 1954.","El Dorado County","Sierra Nevada. Shingle Springs.",38.6654,"-120.93198","WGS84",2000
2328064,2,7,6,"CAS","sativus","Wetzel, Cherie L.","1/18/68",1968,1,18,"18-Jan-68","Alameda County","Niles Canyon and vicinity. Vallejo Mills Park.",37.57855,"-121.97074","WGS84",250
2324177,3,11,16,"CAS","raphanistrum","Kolts, Barbara","7/27/46",1946,7,27,"27-Jul-46","Santa Clara County","Around Stanford.",37.42689,"-122.1708","WGS84",1500
2324744,0,1,36,"CAS","sativus","Howell, John Thomas","5/25/66",1966,5,25,"25-May-66","Marin County","Tiburon. John Thomas Howell Botanical Garden. Just north of garden area.",37.88017,"-122.46111","WGS84",2000
2331781,2,9,27,"CAS","sativus","Zeile, E. M.","8/13/21",1921,8,13,"8/13-'21","Santa Cruz County","Brooksdale to Santa Cruz.",37.04177,"-122.0622","WGS84",10000
1367984,2,9,15,"DAV","raphanistrum","H. W. Grinnell","1942-04",1942,4,0," Apr 6-9, 1942","Monterey","Monterey County: Berglund Ranch near Corralitos.",37.006941,"-121.837128","WGS84",660
1368036,0,7,45,"DAV","sativus","R. N. Raynor","5/20/41",1941,5,20,"20-May-41","Stanislaus","Stanislaus County: Montpelier.",37.54302,"-120.7076","WGS84",7000
1367988,1,7,33,"DAV","raphanistrum","Clifton F. Smith","5/5/44",1944,5,5,"5-May-44","Santa Barbara"," Tunnel Road, Mission Canyon. City of Santa Barbara.",34.454,"-119.71","NAD83",3000
98493,1,7,20,"SBBG","raphanistrum","Clifton F. Smith","7/17/45",1945,7,17,"7/17/45","Santa Barbara","West Beach, Santa Barbara",34.403,"-119.698","NAD83",500
304556,1,4,36,"UCSB","sativus","Lyman Benson","5/21/45",1945,5,21,"5/21/45","Los Angeles","1300 feet Pacific Slope Drainage",34.115,"-117.7133333","NAD83",3999
1368004,0,20,5,"DAV","sativus","Chas. Heiser","3/7/47",1947,3,7,"7-Mar-47","Yolo","Yolo County: Davis.",38.553154,"-121.751816","WGS84",3553
304543,1,7,33,"UCSB","sativus","Kamb, Peter","2/1/48",1948,2,1,"2/1/48","Riverside","Valley in the Jurupa Mts. west of Colton, San Bernardino/Riverside County",34.030014,"-117.416870","WGS84",5000
2334928,1,8,3,"CAS","raphanistrum","Smith, L. E.","5/19/13",1913,5,19,"19-May-13","Shasta County","Anderson.",40.453011,"-122.298523","WGS84",6000
1368003,1,11,32,"DAV","sativus","W. A. Harvey","6/28/48",1948,6,28,"28-Jun-48","San Mateo","San Mateo County: 3 miles north of Pescadero.",37.28107,"-122.37898","WGS84",5000
375714,2,6,16,"SDSU","sativus","Beckett, G.D.","3/12/51",1951,3,12,"3/12/51","San Diego","Bonita.",32.65783,"-117.03003","WGS84",1609
375726,0,2,21,"SDSU","sativus","Collier, Gerald","4/7/51",1951,4,7,"4/7/51","Los Angeles","About 2 miles west of U.S Hwy 101. 100 yards from road.",34.00137,"-118.80715","WGS84",2000
2332340,3,13,5,"CAS","sativus","Twisselmann, Ernest C.","3/27/57",1957,3,27,"March 27, 1957.","Kern County","Eastern San Joaquin Valley. Bear Mountain Boulevard, 5.3 miles east of Arvin.",35.21552,"-118.72846","WGS84",5000
2332455,2,2,45,"CAS","raphanistrum","Pollard, Henry M.","6/16/67",1967,6,16,"16-Jun-67","Ventura County","Side of Maricopa Road north of and near Fairview Road crossing, Meiners Oaks.",34.45636,"-119.27823","WGS84",1000
2336172,1,10,12,"CAS","sativus","Patterson, Miss.; Wiltz","6/6/07",1907,6,6,"June 6, 1907.","Monterey County","Monterey Peninsula. Near bath house. Pacific Grove.",36.61798,"-121.91838","WGS84",3000
3904070,1,1,0,"LA","sativus","Elwood Fordham","3/20/51",1951,3,20,"20-Mar-51","Los Angeles","Santa Monica Mountains; UCLA Campus, Faculty Hill",34.07443638,"-118.4555499","WGS84 ",500
2336537,1,8,5,"CAS","sativus","Eastwood, Alice","4/17/16",1916,4,17,"Apr. 17, 1916","Ventura County","Ventura. Along Beach.",34.27006,"-119.2944","WGS84",3000
375708,1,8,5,"SDSU","sativus","Coop, Wm E.","5/1/52",1952,5,1,"5/1/52","San Diego","Leucadia.",33.07216,"-117.29556","WGS84",1609
2262518,1,13,10,"LOB","sativus","Don Nead","5/24/52",1952,5,24,"24-May-52","Los Angeles","Palos Verde Hills",33.766672,"-118.364114","WGS84",6902
3476616,1,8,18,"UCJEPS","raphanistrum","Rimo Bacigalupi, Alex D. Hawkes","4/22/51",1951,4,22,"Apr 22 1951","Merced","between Merced Falls and Snelling",37.516956,"-120.384758","WGS84",4841
3514143,0,1,2,"UCJEPS","sativus","J. H. Thomas","2/1/53",1953,2,1,"Feb 1 1953","Santa Cruz","about 1/2 mi inland from Sea Cliff Beach State Park (which is between Santa Cruz and Watsonville)",36.9707433,"-121.8926866","WGS84 ",3999
468972,1,9,26,"SD","raphanistrum","Frank F. Gander","3/12/36",1936,3,12,"3/12/36","San Diego","Sweetwater River Bridge, Campo Road.",32.73339,"-116.94197","WGS84",402
921047,2,7,2,"RSA","sativus","D. M. McF","2/17/53",1953,2,17,"2/17/53","San Luis Obispo","Pecho Ranch. On the ocean.",35.26519,"-120.849","WGS84",5000
2262519,2,6,8,"LOB","sativus","James D. Milne","2/28/53",1953,2,28,"28-Feb-53","Los Angeles","Campus, west of Palo Verde Avenue",33.784505,"-118.114478","WGS84",1253
3792160,0,11,17,"FSC","raphanistrum","Simon Simonian","4/4/53",1953,4,4,"4-Apr-53","Fresno","Kaiser Ditch, w-e sect. at Shields & Westlawn Ave. about 3 m. n. of Rolinda.",36.77867,"-119.95207","WGS84",3000
3751457,0,7,30,"SD","sativus","Jon Rebman","5/21/19",2019,5,21,"5/21/19","San Diego","Camp Pendleton: west-central portion of Base; south of San Onofre Peak in Las Pulgas Canyon; Training Area Oscar Two; in riparian area just south of Las Pulgas Canyon Road",33.31783,"-117.43864","WGS84",3999
304537,3,15,19,"UCSB","raphanistrum","Isabelle McElwain","3/29/53",1953,3,29,"3/29/53","Los Angeles","N of 18000 Bull Canyon Rd., Granada Hills",34.29362,"-118.522631","WGS84",500
304571,2,7,7,"UCSB","sativus","Norman Haller","4/18/53",1953,4,18,"4/18/53","Los Angeles","Two lots up from Tri-Delt house, Hilgard Ave., University of Calif. at Los Angeles",34.06469,"-118.4407","WGS84",500
2423571,1,3,15,"CAS","sativus","Thomas, J. H.","5/23/53",1953,5,23,"23-May-53","Santa Cruz County","Saint Mary of the Palms, summer girls' camp near Glenwood.",37.10823995,"-121.9860239","WGS84 ",3999
2342281,0,6,15,"CAS","sativus","Parish, S. B.","1898-05-25",1898,5,25,"25 May 1898","San Bernardino County","West Riverside.",34.00372,"-117.43835","WGS84",4790
3792176,1,2,2,"FSC","raphanistrum","Simon Simonian","4/10/54",1954,4,10,"10-Apr-54","Fresno","Enterprise Canal. e-w sect. xing Sanger-academy Rd. at Gettysburg Ave. About 9 n. nw. of Centerville. Main Canal",36.80095,"-119.55605","WGS84",800
1367996,1,10,21,"DAV","sativus","Beecher Crampton","4/27/53",1953,4,27,"27-Apr-53","Yolo","Yolo County: 3 miles west of Winters.",38.53247,"-121.89637","WGS84",5000
2334980,1,8,32,"CAS","sativus","Thomas, John H.","3/30/50",1950,3,30,"30-Mar-50","Santa Cruz County","Vacant lot at Capitola.",36.98015,"-121.95641","WGS84",2500
2338864,0,1,25,"CAS","sativus","Dudley, Chester","1936-07-00",1936,7,0,"July 1936.","San Luis Obispo County","Morro.",35.36771,"-120.84492","WGS84",2000
2342720,1,7,5,"CAS","raphanistrum","Wiggins, Ira L.","9/19/72",1972,9,19,"19 Sept. 1972","Tuolumne County","Northeast side of Herring Creek ca. 1 km. above dam at Herring Creek Reservoir.",38.25214,"-119.92675","WGS84",1500
3792168,1,1,3,"FSC","raphanistrum","Simon Simonian","4/16/54",1954,4,16,"16-Apr-54","Fresno","Forkner Ditch, e-2 sect. xing of Friant Rd. s. of Shepherd Ave. 1 1/2 m. ne of Pinedale. Fresno Irrigation District",36.86649,"-119.77946","WGS84",1000
2262516,4,11,9,"LOB","sativus","David Willis","4/14/54",1954,4,14,"14-Apr-54","Orange","Lower Silverado Canyon, Santa Ana Mtns.",33.745987,"-117.609957","WGS84",2432
2345323,2,0,1,"CAS","sativus","Twisselmann, Ernest C.","9/19/62",1962,9,19,"September 19, 1962.","Tulare County","Sierra Nevada. Kern Plateau. Kennedy Meadow.",36.05382,"-118.12583","WGS84",8000
2262522,5,11,6,"LOB","sativus","Bob House","1954-05-00",1954,5,0,"May-54","Los Angeles","Long Beach",33.798101,"-118.126467","WGS84",7736
3792180,0,2,6,"FSC","sativus","Simon Simonian","5/15/54",1954,5,15,"15-May-54","Fresno","Thompson Canal. n-s sect. North & Bishop Aves. About 3 m se. of Kerman, Main Canal.",36.69184,"-120.0065","WGS84",1000
2355201,2,18,31,"CAS","raphanistrum","Howell, John Thomas; Menzies, Barbara T.; Shockey, Barbara","6/25/78",1978,6,25,"25-Jun-78","Calaveras County","Sierra Nevada. Dorrington.",38.29998,"-120.26668","WGS84",3000
2355178,2,5,4,"CAS","sativus","Wheeler, Clare R.","4/1/78",1978,4,1,"1-Apr-78","Mendocino County","Highway 128 at intersection with Highway 1, along Navarro River.",39.19776,"-123.74826","WGS84",700
202470,0,10,25,"OBI","sativus","Jim Heaston","10/13/55",1955,10,13,"13-Oct-55","San Luis Obispo","Cal Poly San Luis Obispo",35.3008,"-120.6607","WGS84",559
2358602,1,3,11,"CAS","sativus","Pollard, Henry M.","8/23/51",1951,8,23,"Aug. 23, 1951.","Fresno County","Huntington Lake and vicinity. Big Creek.",37.23186,"-119.20288","WGS84",5000
2359565,6,7,11,"CAS","raphanistrum","True, Gordon H.; Howell, John Thomas","8/30/66",1966,8,30,"30-Aug-66","Nevada County","Sierra Nevada. Willow Valley on Upper Castle Creek, 0.3 mile north of Highway 80 and 1.5 mile north of Norden.",39.34222,"-120.36663","WGS84",4000
304597,1,6,13,"UCSB","sativus","Ballard","4/18/54",1954,4,18,"4/18/54","San Diego","Rancho Rincon del Diablo, Escondido",33.1188,"-117.0846","WGS84",8000
304594,2,7,6,"UCSB","sativus","Goeschl, John","2/18/57",1957,2,18,"2/18/57","Santa Barbara","Lemon grove 1 mi. N of Hwy. 101, 2 mi. S.E. of Goleta",34.42872,"-119.77998","WGS84",5000
304567,1,1,3,"UCSB","sativus","Ralph Philbrick","3/1/55",1955,3,1,"3/1/55","Los Angeles","South of La Verne, Puddingstone Dam, San Jose Mts.",34.087141,"-117.798379","WGS84",3000
1310159,2,6,19,"DAV","sativus","Beecher Crampton","1/7/58",1958,1,7,"7-Jan-58","Yolo","West Sacramento.",38.58045,"-121.54703","WGS84",202
304595,3,14,10,"UCSB","sativus","Pete Atsatt","2/15/58",1958,2,15,"2/15/58","Santa Barbara","Behind Apt. House at 744 Embarcadero Del Mar, Goleta",34.4167,"-119.8566","NAD83",300
304578,3,11,8,"UCSB","sativus","Richard E. Broder","1958-03-00",1958,3,0,"1958-03","Santa Barbara","2 blocks north on Patterson Ave. from Hollister Ave., one mile east of Goleta",34.438465,"-119.809271","WGS84",242
304570,4,15,0,"UCSB","sativus","Koran, John","3/1/58",1958,3,1,"3/1/58","Santa Barbara","Two miles west of Goleta, on the south side of the slough, behind the Las Casitas residence halls, Sequoia Hall",34.41124,"-119.84612","WGS84",750
3386031,3,12,23,"UCJEPS","sativus","H. W. Johansen","5/17/58",1958,5,17,"18-May-58","Monterey","Salinas by side of road.",36.706576,"-121.666736","WGS84",4001
304552,1,15,9,"UCSB","sativus","Glenn Keator","6/17/58",1958,6,17,"6/17/58","Mendocino","Just north of Elk on Highway 1",39.13279,"-123.71853","WGS84",1500
2359386,2,8,8,"CAS","sativus","Twisselmann, Ernest C.","5/6/64",1964,5,6,"May 6, 1964.","San Bernardino County","Mojave Desert. South end of Kramer Hills.",34.8682,"-117.4748","WGS84",3000
304598,4,10,1,"UCSB","sativus","Robert H. Gill","3/7/59",1959,3,7,"7-Mar-59","Los Angeles","Corner of Baseline and Mills Ave.",34.121676,"-117.707205","WGS84",500
3801191,1,3,16,"CSLA","sativus","Robert J. Fortlage","4/3/59",1959,4,3,"3-Apr-59","Los Angeles","Bel Air",34.1012,"-118.4595","WGS84",800
2363992,1,1,16,"CAS","sativus","Stinchfield, Roxana","7/11/16",1916,7,11,"11-Jul-16","Colusa County","Stinchfield Ranch near Sycamore.",39.13277,"-121.95056","WGS84",3000
3792167,6,12,12,"FSC","raphanistrum","T. Collins","5/1/59",1959,5,1,"1-May-59","Fresno","Found on canal ditch one mile west of Clovis Avenue on North Avenue.",36.77813,"-119.7866","WGS84",10000
304574,1,1,2,"UCSB","sativus","Lloyd, Robert","4/6/59",1959,4,6,"4/6/59","Kern","8 miles East of Arvin on the Bear Mt. Road; Tehachapi Mt. Range; San Joaquin Valley",35.23995,"-118.68919","WGS84",3000
304551,3,6,24,"UCSB","sativus","Greenlee, Alice","7/10/59",1959,7,10,"7/10/59","Santa Barbara","Santa Ynez River, near U.S. 101, 1/2 mile S of Buellton",34.60645,"-120.19087","WGS84",1000
3963071,3,13,12,"SD","sativus","Jerry Green","4/11/19",2019,4,11,"4/11/19","San Diego","Poway; Kumeyaay Ipai Interpretive Center; 0.10 miles south of Poway Road; near southern terminus of Silver Lake Dr.",32.9535,"-117.056","WGS84",3999
304605,0,7,9,"UCSB","sativus","Elizabeth Bowker","7/2/59",1959,7,2,"7/2/59","Santa Barbara","UCSB campus",34.412583,"-119.847697","WGS84",1000
304582,4,14,19,"UCSB","sativus","Cline, C.","3/19/60",1960,3,19,"3/19/60","Santa Barbara","San Benito Canyon, 2 1/2 mi. N of Hwy. 101",34.477424,"-120.055174","WGS84",3000
3792191,6,17,6,"FSC","sativus","N. Mastin","6/19/60",1960,6,19,"19-Jun-60","San Luis Obispo","2 miles south of Pismo Beach on west side of highway 101 on Sierra Hill.",35.129598,"-120.609636","WGS84",1700
1368032,1,9,12,"DAV","sativus","Gordon Pilone","4/18/60",1960,4,18,"18-Apr-60","San Bernardino","San Bernardino County: 0.125 mile west of Archibald on Sixth Street in Cucamonga.",34.0847,"-117.5936","WGS84",300
2358623,1,10,38,"CAS","raphanistrum","Pawek, Jean L.","4/18/58",1958,4,18,"18-Apr-58","Amador County","On road to Ione.",38.34057,"-120.9333","WGS84",7000
610291,3,25,4,"SFV","sativus","K. A. Wilson","3/1/61",1961,3,1,"1-Mar-61","Los Angeles","San Fernando Valley; Tarzana. Topham Street, corner of Etiwanda Ave. Weed patch near railroad tracks.",34.18000212,"-118.5309","WGS84 ",3999
2366615,0,0,14,"CAS","sativus","Wiggins, Ira L.","4/16/27",1927,4,16,"16-Apr-27","San Diego County","Grade 5 miles below Descanso.",32.8067,"-116.61255","WGS84",5000
2368640,0,1,21,"CAS","raphanistrum","Quayle, E. H.","1920-05-00",1920,5,0,"May-20","Santa Clara County","Santa Cruz Mountain Peninsula. Arboretum. Stanford University.",37.43791,"-122.16684","WGS84",750
2369059,2,3,6,"CAS","sativus","Kirby, F. J.","1958-07-00",1958,7,0,"July, 1958","Mendocino County","South of Point Arena.",38.90969,"-123.69301","WGS84",5000
2370292,2,2,0,"CAS","raphanistrum","Raven, Peter H.","6/30/54",1954,6,30,"30-Jun-54","Fresno County","Sierra Nevada. Mono Hot Springs.",37.32667,"-119.01763","WGS84",1000
2369553,5,14,5,"CAS","sativus","Wells, Mary P.","5/26/85",1985,5,26,"26-May-85","Sonoma County","Ca. 0.5 mile north of Stewart's Point, along Highway #1.",38.65969,"-123.4042","WGS84",800
2371446,0,2,14,"CAS","sativus","McClintock, Elizabeth; Knight, Walter; Knight, Irja","9/2/63",1963,9,2,"Sept. 2, 1963","San Mateo County","San Bruno Mountains. Ridge above Brisbane.",37.6903,"-122.40977","WGS84",2000
2377415,2,3,6,"CAS","sativus","Thomas, John H.","6/26/58",1958,6,26,"26-Jun-58","San Francisco County","Vacant lot at intersection of Davidson Ave. and 3rd Street.",37.74359,"-122.38769","WGS84",75
2378472,0,3,32,"CAS","sativus","Twisselmann, Ernest C.","6/11/70",1970,6,11,"June 11, 1970.","Monterey County","Salinas River, ca. 1 mile above its mouth.",36.75891,"-121.80125","WGS84",1000
2373106,0,7,11,"CAS","sativus","True, Gordon H.","5/11/62",1962,5,11,"11-May-62","Nevada County","Sierra Nevada. On Bridgeport-French Corral Road, about 1 mile southeast of Bridgeport.",39.28978,"-121.19337","WGS84",3000
2378585,1,10,5,"CAS","sativus","Lindholm, Raymond","2/3/61",1961,2,3,"2/3/61","Los Angeles County","Near Laverne.",34.10183,"-117.76775","WGS84",3000
2380407,1,13,9,"CAS","sativus","Thomas, J. H.","5/26/54",1954,5,26,"May 26 1954","Santa Cruz County","Northern end of Hilton Airport between airstrip and highway.",37.15657076,"-122.1626958","WGS84 ",3999
2385124,0,4,13,"CAS","raphanistrum","Quayle, E. H.","1920-05-00",1920,5,0,"May 1920.","San Mateo County","Lomitas School near Menlo Park.",37.43726,"-122.21245","WGS84",1000
2385707,2,16,9,"CAS","sativus","Thomas, J. H.","3/27/50",1950,3,27,"Mar. 27, 1950","Santa Cruz County","Davenport Landing.",37.02490636,"-122.2176954","WGS84 ",3999
2387538,1,3,18,"CAS","raphanistrum","Bartholomew, Bruce","5/17/92",1992,5,17,"17-May-92","Modoc County","Pasture ca. 2 km NW of Day.",41.24,"-121.4136111","WGS84",3999
2388759,0,0,7,"CAS","sativus","Howell, John Thomas","11/19/63",1963,11,19,"Nov. 19, 1963","Monterey County","Near Southern Pacific Station, Monterey.",36.60151,"-121.89128","WGS84",300
2390205,1,18,32,"CAS","sativus","Randall, Josephine D.","6/21/07",1907,6,21,"21-Jun-07","Santa Clara County","Santa Cruz Peninsula. Near Lake Lagunita, Stanford University.",37.42241,"-122.17629","WGS84",750
2393459,1,9,50,"CAS","raphanistrum","Pollard, Henry M.","4/30/58",1958,4,30,"Apr. 30, 1958","Santa Barbara County","Area of Devereaux Dunes, Goleta.",34.41657,"-119.83167","WGS84",5500
2395018,9,7,12,"CAS","sativus","Howell, John Thomas","10/11/24",1924,10,11,"Oct. 11, 1924","Alameda County","Euclid Avenue, Berkeley.",37.88885,"-122.2633","WGS84",1500
2395241,1,6,0,"CAS","sativus","Martineau, Robert","4/22/74",1974,4,22,"22-Apr-74","Santa Clara County","Foothills Park. Foothills of the eastern side of the Santa Cruz Mountains. Five miles south of center of Palo Alto. At Maintenance Yard.",37.36263,"-122.18439","WGS84",3000
2395595,0,3,11,"CAS","sativus","Pollard, Henry M.","10/5/44",1944,10,5,"Oct. 5, 1944.","Ventura County","Ojai Valley. Ojai, School garden, California Prep. School.",34.45412,"-119.2427","WGS84",5000
2398571,0,1,0,"CAS","raphanistrum","Duncan, C. D.","3/17/20",1920,3,17,"17-Mar-20","Santa Clara County","Between Inn and Library Campus.",37.42559,"-122.16571","WGS84",1000
2397709,1,11,16,"CAS","raphanistrum","Shannon, Mary","2/26/69",1969,2,26,"2/26/69","Fresno County","Sequoia National Park. 0.25 mile from Junction of Willow and Copper avenues.",36.8226,"-119.53094","WGS84",1000
2399359,3,7,4,"CAS","sativus","Thomas, John H.","4/3/56",1956,4,3,"Apr. 3, 1956.","Santa Clara County","Stanford University Campus. Near intersection of Stanford Avenue and Columbia Street.",37.41989876,"-122.1560325","WGS84 ",3999
2406304,1,15,21,"CAS","sativus","Ruckert, Elsa G.","3/23/60",1960,3,23,"23-Mar-60","San Francisco County","19th Avenue, opposite San Francisco State College, San Francisco.",37.72442,"-122.47508","WGS84",1000
2405523,6,4,17,"CAS","raphanistrum","Covel, Paul F.","10/1/37",1937,10,1,"Oct I '37","Alameda County","Oakland Hills.",37.8096,"-122.15752","WGS84",8000
2403101,4,25,26,"CAS","sativus","Emmel, John F.","5/14/70",1970,5,14,"14-May-70","Marin County","Between Yellow Bluff and Cavallo Point, south southeast of Sausalito.",37.83456,"-122.47351","WGS84",300
2406880,2,4,8,"CAS","sativus","Pitelka, Lous F.","4/30/73",1973,4,30,"30-Apr-73","San Mateo County","Bolsa Point, about 1 mile north of Pigeon Point and about 39 miles south of San Francisco.",37.19693,"-122.40246","WGS84",1000
2409497,1,15,1,"CAS","sativus","PeÒalosa, Javier","4/1/61",1961,4,1,"April 1, 1961.","Marin County","Tiburon Peninsula. Tiburon. Near intersection of Blackfield Drive and Tiburon Boulevard. (ca. 1 mile from US 101).",37.89866,"-122.50135","WGS84",150
2411397,6,10,7,"CAS","raphanistrum","Pollard, Henry M.","3/24/45",1945,3,24,"24-Mar-45","Ventura County","Ventura River Basin. Fairview Road.",34.4565,"-119.27986","WGS84",5000
2405194,1,6,19,"CAS","raphanistrum","Howell, John Thomas","8/8/88",1988,8,8,"Aug. 8, 1988","Marin County","Terra Linda Vegetable Garden. San Rafael.",37.99843,"-122.55028","WGS84",100
2414047,1,22,41,"CAS","sativus","Wetzel, Cherie L.","9/6/67",1967,9,6,"6-Sep-67","Alameda County","Niles Canyon and vicinity. Vallejo Mills Park.",37.57855,"-121.97074","WGS84",250
2414894,1,4,6,"CAS","sativus","Wheeler, Clare R.; Smith, Gladys L.","2/6/79",1979,2,6,"6-Feb-79","Mendocino County","Highway 128, 0.5 mile east of intersection with Highway 1.",39.19224,"-123.73987","WGS84",500
2415893,1,4,1,"CAS","sativus","Knight, Walter","3/1/65",1965,3,1,"3/1/65","Contra Costa County","Antioch Dunes.",38.01391,"-121.7911","WGS84",1000
2412262,4,14,12,"CAS","sativus","Rubtzoff, Peter","4/6/57",1957,4,6,"April 6, 1957.","San Francisco County","San Francisco. San Miguel Hills. Bottom of canyon east of O'Shaughnessy Boulevard.",37.739,"-122.44043","WGS84",500
2424544,2,22,47,"CAS","raphanistrum","Raven, Peter H.","4/19/64",1964,4,19,"19-Apr-64","Merced County","3 miles southwest of Livingston.",37.38388,"-120.72488","WGS84",7000
2420423,1,5,35,"CAS","sativus","Howell, John Thomas","5/17/57",1957,5,17,"17-May-57","San Francisco County","San Francisco. Bayview Hills.",37.71441,"-122.39249","WGS84",500
2425563,1,3,9,"CAS","sativus","Howell, John Thomas","4/18/66",1966,4,18,"18-Apr-66","Marin County","Tiburon. Just north of John Thomas Howell Botanical Garden.",37.88017,"-122.46111","WGS84",2000
2433969,0,9,16,"CAS","raphanistrum","Frenkel, R. E.","8/28/64",1964,8,28,"28-Aug-64","Tuolumne County","Near manure dump at White Wolf Stables, Yosemite National Park.",37.8691,"-119.64865","WGS84",1000
2437632,2,1,8,"CAS","sativus","Howell, John Thomas","10/28/56",1956,10,28,"Oct. 28, 1956.","San Francisco County","San Francisco. Mountain Lake, Presidio.",37.78821,"-122.47095","WGS84",150
2431017,1,8,22,"CAS","sativus","Applegate, Elmer I.","8/15/27",1927,8,15,"August 15, 1927.","Del Norte County","Crescent City.",41.76295,"-124.20235","WGS84",3000
2437901,4,3,13,"CAS","sativus","Dows, Barbara","7/12/07",1907,7,12,"12-Jul-07","Sonoma County","Sebastopol.",38.40299,"-122.8247","WGS84",2000
2438182,1,4,15,"CAS","sativus","Cahill, Ned","4/30/74",1974,4,30,"30-Apr-74","San Mateo County","Near the intersection of Canada and Edgewood roads, about 3 miles westward from Redwood City",37.4636,"-122.29811","WGS84",500
1367997,0,6,2,"DAV","sativus","Beecher Crampton","3/13/61",1961,3,13,"13-Mar-61","Yolo","Yolo County: Woodland.",38.678516,"-121.773297","WGS84",2460
1368055,1,9,6,"DAV","sativus","Kenneth A. Wilson","3/12/61",1961,3,12,"12-Mar-61","Los Angeles","Los Angeles County: Point Dume, Cliffside Drive and Fernhill Drive.",34.00782,"-118.80065","WGS84 ",200
3414522,0,3,12,"UCJEPS","raphanistrum","Perry Allen","4/21/61",1961,4,21,"Apr 21 1961","Stanislaus","vicinity of La Grange (just n of old dredge camp)",37.664138,"-120.461382","WGS84",806
2262508,2,5,21,"LOB","raphanistrum","B.W. Massey","4/6/61",1961,4,6,"6 April 1961 [but likely 1971 based on other specimens by this collector]","Marin","Muir Meadows, 1/2 mile S of jct. of Mt. Tamalpais Rd. on Route 1",37.890243,"-122.632355","WGS84",504
2440492,2,13,42,"CAS","sativus","Wheeler, Louis C.","3/25/32",1932,3,25,"25-Mar-32","Los Angeles County","Pomona near Fairgrounds.",34.08832,"-117.76815","WGS84",1500
2447532,5,2,0,"CAS","sativus","PeÒalosa, Javier","2/23/63",1963,2,23,"February 23, 1963.","San Mateo County","San Bruno Mountain. Ravine south of Crocker Avenue.",37.69062,"-122.43971","WGS84",1500
2442814,10,6,1,"CAS","sativus","Thomas, John H.","7/19/61",1961,7,19,"19-Jul-61","Tuolumne County","Yosemite National Park. Vicinity of Camp White Wolf.",37.86657799,"-119.6509729","WGS84 ",3999
304601,1,16,5,"UCSB","sativus","Dennis E. Breedlove","7/23/61",1961,7,23,"7/23/61","Santa Barbara","Along the Alamo Pintado Creek from 7-8 miles north of Los Olivos; base of Figueroa Mountain, Birabent Canyon, San Rafael Range",34.748,"-120.053","NAD83",1000
2448284,2,9,17,"CAS","sativus","Parish, S. B.","1893-04-05",1893,4,5,"5 Apr 1893.","San Bernardino County","Rialto.",34.10614,"-117.36956","WGS84",5000
304535,0,26,25,"UCSB","raphanistrum","Wisehart, Karen","3/30/62",1962,3,30,"3/30/62","Santa Barbara","At Madrid and Embarcadero del Mar, Isla Vista District, Goleta",34.417415,"-119.861133","WGS84",3000
2449627,1,7,11,"CAS","sativus","Wheeler, Louis C.","1/8/32",1932,1,8,"Jan. 8. 1932","Los Angeles County","2 miles southwest of Glendora.",34.11712,"-117.86652","WGS84",2500
2960499,2,15,5,"IRVC","sativus","Phil Rundel","4/10/62",1962,4,10,"10-Apr-62","Santa Clara","open fields one half mile west of Stanford shopping center",37.43258,"-122.1646","WGS84",800
2960568,0,6,30,"IRVC","sativus","P. Rundel","4/15/62",1962,4,15,"15-Apr-62","San Mateo","1/4 mi east of Dunes Beach",37.48773,"-122.45227","WGS84",1000
2450089,2,0,33,"CAS","raphanistrum","Thomas, J. H.","6/10/50",1950,6,10,"10-Jun-50","Santa Cruz County","North end of Cliff Drive, Santa Cruz.",36.95788,"-122.02942","WGS84",3500
2450948,2,12,8,"CAS","raphanistrum","Ferris, Roxana S.","4/11/19",1919,4,11,"April 11-16, 1919","Tuolumne County","Near Rawhide.",37.96139,"-120.44917","WGS84",2000
