gbifID,stateProvince,county,municipality,locality,verbatimLocality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,reverse_geocode_display_name,match? 
4075454266,Delaware,New Castle,,W of Elsmere,,39.73536,-75.62553,4000,"Kirkwood Highway, Prices Corner, New Castle County, Delaware, 19808, United States",
4075454267,Delaware,New Castle,,Newark,,39.68192,-75.75135,2250,"East Delaware Avenue, Newark, New Castle County, Delaware, 19711, United States",
4075454270,Delaware,New Castle,,Newark,,39.68192,-75.75135,2250,"East Delaware Avenue, Newark, New Castle County, Delaware, 19711, United States",
4075454272,Delaware,New Castle,,"along New Spring Road, 1 mi W of Elsmere",,39.73536,-75.62553,1200,"Kirkwood Highway, Prices Corner, New Castle County, Delaware, 19808, United States",
4075454274,Delaware,New Castle,,Newark,,39.68192,-75.75135,2250,"East Delaware Avenue, Newark, New Castle County, Delaware, 19711, United States",
4075454279,Maryland,Worcester,,near Berlin,,38.32556,-75.21658,4000,"99, Vine Street, Berlin, Worcester County, Maryland, 21811, United States",
4433286375,Maine,Waldo,,"Just n. of Grindel Pt., Islesboro",,44.28479,-68.93697,650,"540, Ferry Road, Islesboro, Waldo County, Maine, 04848, United States",
4433286379,Maine,Waldo,,"Hills Corner, w. of Rt. 137 & Pitcher Pond, Lincolnville",,44.32218,-69.07054,2000,"Belfast Road, Heals Corner, Lincolnville, Waldo County, Maine, United States",
4601577307,Alabama,Tuscaloosa,,"Along I-20 and I-59, 1 mile N of Fosters Exit and just S of the Black Warrior River S of Tuscaloosa.",,33.10706,-87.6772,500,"14304, Half Dollar Road, Tuscaloosa County, Alabama, 35463, United States",
4601577309,Louisiana,Winn,,N of La. 156 at the E edge of the town of Calvin.,,31.97048,-92.75419,800,"Shaw Road, Winn Parish, Louisiana, 71410, United States",
5070543287,Maryland,Harford,,"Trimble Road, 0.5 mi. E of Magnolia Rd, 20 ft. from road",,39.41584,-76.3169,80,"1337, Trimble Road, Meadowood, Trimble Woods, Edgewood, Harford County, Maryland, 21040, United States",
5070543294,Maryland,Prince Georges,,"Beltsville, Virginia Manor Rd, 400 m. N of high school",,39.06113,-76.89183,450,"6561, Virginia Manor Road, Konterra, Prince George's County, Maryland, 20705, United States",
5070543295,Maryland,Anne Arundel,,"MD-3, 0.5 mi. N of Benfield Blvd",,39.10225,-76.62701,450,"8412, Veterans Highway, Rol Park Village, Yorktown, Glen Burnie, Anne Arundel County, Maryland, 21108, United States",
5070543296,Maryland,Baltimore,,White Marsh,,39.38016,-76.4626,3400,"28, Brantwood Court, Nottingham Woods, White Marsh, Baltimore County, Maryland, 21236, United States",
5070543297,Maryland,Baltimore,,White Marsh,,39.38016,-76.4626,3400,"28, Brantwood Court, Nottingham Woods, White Marsh, Baltimore County, Maryland, 21236, United States",
5070543303,Maryland,Harford,,"Edgewood Senior High School, near railroad tracks",,39.42144,-76.28485,280,"Sycamore Lane, Edgewood Meadows, Edgewood, Harford County, Maryland, 21040, United States",
5070543304,Maryland,Harford,,"Gunpowder Falls State Park, at Kearney Dr. on margins of Joppatowne Marina",,39.40361,-76.35064,500,"499, Latimer Road, Joppa Landing, Joppatowne, Harford County, Maryland, 21085, United States",
5070567592,Maryland,Garrett,,"Twin Churches Rd, near Lower New Germany Rd.",,39.63625,-79.10419,500,"1094, Twin Churches Road, New Germany, Garrett County, Maryland, 21536, United States",
5083369513,Maine,Waldo County,Searsport,"Sears Island, NW 1/4","Sears Island, NW 1/4",44.44799,-68.8813,1000,"Western Short Trail, Searsport, Waldo County, Maine, United States",
5103525925,Louisiana,Ouachita Parish,,"ca. 5.5 miles SE of Monroe, junction of Miller Road and State Highway 15","Ca. 5.5 mi. SE Monroe, Jct of Miller Rd & STHY 15 (T17N, R4E, Sec.35)",32.42326,-92.03494,25,"4327, Winnsboro Road, Richwood, Ouachita Parish, Louisiana, 71202, United States",
5103569109,Louisiana,Richland Parish,,"State Highway 15, 1.5 miles W of Rhymes","Sthy 15, 1.5 mi. W of Rhymes (T16N, R5E, Sec.12)",32.38096,-91.92517,600,"State Route 15, Rhymes, Richland Parish, Louisiana, United States",
5103889408,Florida,Alachua,,"U.F. camps, Gainesville, beside Hull Rd. 2 mi east of 34th street.",,29.63975,-82.34903,2200,"UF Clinical & Translational Research Building, 2004, Mowry Road, Gainesville, Alachua County, Florida, 32610, United States",
5103889465,Louisiana,Richland,,South of La. 15 on Richland Plantation 1.5 miles west of Rhymes and L. 133.,,32.37786,-91.92486,1500,"Earle Cutoff, Richland Parish, Louisiana, United States",
5103891837,Louisiana,Ouachita,,"403 Stevenson Drive, N. of Monroe, La.",,32.58401,-92.06289,50,"443, Stevenson Drive, Treasure Island, Ouachita Parish, Louisiana, 71203, United States",
5198174851,Florida,Alachua County,,"Northwest side of Alice Lake, University of Florida campus, Gainesville.",,29.64267,-82.36275,110,"Museum Road, Gainesville, Alachua County, Florida, 32611, United States",
5198226845,Connecticut,,,Noank.,,41.33483,-71.99865,2000,"56, Crosswinds Drive, Noank, Groton, Southeastern Connecticut Planning Region, Connecticut, 06340, United States",
5198256841,Georgia,Chatham County,,"Just off Ga 21 exit of I-95, near Savannah.",,32.19126,-81.19474,250,"Augusta Road, Port Wentworth, Chatham County, Georgia, 31407, United States",
5836321904,Florida,Levy,,,"W. side of US 19, ca. 3 mi. s. of Lebanon Station. S36, T15S, R16E.",29.12214,-82.63677,400,"US 19;US 98, Levy County, Florida, United States",
